bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,DepthSum,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MetaBAT2Refined-MS_102.6.fa.gz,MS_102,NMS,Ovis aries,male,35 months ,1986,Scotland,St. Kilda,,MEGAHIT-MetaBAT2Refined-MS_102.6.fa.gz,bacteria_odb10,99.2,99.2,0.0,0.8,0.0,124,MEGAHIT-MetaBAT2Refined-MS_102.6.fa.gz,94,94,83,68,35,16,2467094,2467094,2430769,2328931,1762025,1099874,94,108309,2467094,47.39,42485,22855,19,39,0.0,4 + 0 part,120,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MS_102.6.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,4,760,3,0,0,0,99.36,0.18,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,98.57,11.0,0.963,
MEGAHIT-MetaBAT2Refined-MS_005.4.fa.gz,MS_005,NMS,Ovis aries,male,71 months ,1995,Scotland,St. Kilda,,MEGAHIT-MetaBAT2Refined-MS_005.4.fa.gz,bacteria_odb10,99.2,99.2,0.0,0.8,0.0,124,MEGAHIT-MetaBAT2Refined-MS_005.4.fa.gz,109,109,92,75,46,18,3140364,3140364,3091646,2969080,2444079,1456398,109,179035,3140364,70.32,44876,28353,21,43,0.0,1 + 1 part,157,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MS_005.4.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,3,413,3,1,0,0,99.45,1.52,50.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,GCF_003606385.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces lilanjuaniae,92.09,0.8,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_004010955.1; s__Actinomyces wuliandei; 95.0; 92.39; 0.755,96.62,11.0,0.99559,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-MS_005.6.fa.gz,MS_005,NMS,Ovis aries,male,71 months ,1995,Scotland,St. Kilda,,MEGAHIT-MetaBAT2Refined-MS_005.6.fa.gz,bacteria_odb10,99.2,99.2,0.0,0.8,0.0,124,MEGAHIT-MetaBAT2Refined-MS_005.6.fa.gz,77,77,70,56,40,16,2329232,2329232,2307638,2198757,1943679,1140553,77,107301,2329232,47.6,45241,28731,17,33,0.0,2 + 1 part,177,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MS_005.6.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,6,757,4,0,0,0,98.9,0.59,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,98.27,11.0,0.96297,
MEGAHIT-MaxBin2Refined-DM_015.001.fa.gz,DM_015,Adametz collection,Sus scrofa domesticus,male?,adult?,<1940,Serbia?,,,MEGAHIT-MaxBin2Refined-DM_015.001.fa.gz,bacteria_odb10,81.5,81.5,0.0,10.5,8.0,124,MEGAHIT-MaxBin2Refined-DM_015.001.fa.gz,554,554,126,26,0,0,2099619,2099619,1030279,337579,0,0,554,19794,2099619,55.17,4888,2980,130,267,0.0,2 + 0 part,12,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-DM_015.001.fa.gz,f__Porphyromonadaceae (UID2622),35,475,318,24,438,13,0,0,0,94.72,2.74,38.46,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,85.5,11.0,0.94622,
MEGAHIT-MetaBAT2Refined-MV_072p.5.fa.gz,MV_072p,NHM Vienna,Meles meles,male,,1987,Austria,,,MEGAHIT-MetaBAT2Refined-MV_072p.5.fa.gz,bacteria_odb10,90.3,90.3,0.0,7.3,2.4,124,MEGAHIT-MetaBAT2Refined-MV_072p.5.fa.gz,550,550,246,98,4,0,3503246,3503246,2578991,1522623,149627,0,550,45961,3503246,63.42,8910,4794,123,256,0.0,0 + 0 part,13,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_072p.5.fa.gz,p__Proteobacteria (UID3887),1487,259,162,14,243,2,0,0,0,91.94,0.65,50.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,,,,,,GCA_030528325.1,95.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__Lautropia sp030528325,90.61,0.588,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_030532895.1; s__Lautropia sp030532895; 95.0; 83.76; 0.213,88.68,11.0,0.99403,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-RM_028.001.fa.gz,RM_028,RMCA,Cephalophus silvicultor,?,M1,1982,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_028.001.fa.gz,bacteria_odb10,98.4,98.4,0.0,1.6,0.0,124,MEGAHIT-MaxBin2Refined-RM_028.001.fa.gz,194,194,127,93,36,7,2743588,2743588,2575152,2328897,1412455,411909,194,73970,2743588,41.76,25470,13803,35,72,0.0,3 + 0 part,96,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_028.001.fa.gz,f__Moraxellaceae (UID4680),86,689,365,1,685,3,0,0,0,99.93,0.16,66.67,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter towneri,GCF_000368785.1,95.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter towneri,98.09,0.882,,,,,,,ani_screen,classification based on ANI only,GCF_002296655.1; s__Acinetobacter sp002296655; 95.0; 93.17; 0.817; GCF_012371325.1; s__Acinetobacter sp012371325; 95.0; 89.74; 0.671; GCF_001758345.1; s__Acinetobacter towneri_A; 95.0; 94.23; 0.782,,,,
MEGAHIT-MetaBAT2Refined-RM_028.8.fa.gz,RM_028,RMCA,Cephalophus silvicultor,?,M1,1982,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_028.8.fa.gz,bacteria_odb10,93.5,93.5,0.0,4.8,1.7,124,MEGAHIT-MetaBAT2Refined-RM_028.8.fa.gz,248,248,145,69,4,0,1998980,1998980,1684311,1109620,113615,0,248,34899,1998980,54.6,11408,7168,59,115,0.0,0 + 0 part,22,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_028.8.fa.gz,o__Burkholderiales (UID4000),193,427,214,13,409,5,0,0,0,96.03,1.87,40.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,95.41,11.0,0.89897,
MEGAHIT-MaxBin2Refined-RM_128.001.fa.gz,RM_128,RMCA,Equus burchellii,?,M3C,1977,Rwanda,,,MEGAHIT-MaxBin2Refined-RM_128.001.fa.gz,bacteria_odb10,83.9,82.3,1.6,5.6,10.5,124,MEGAHIT-MaxBin2Refined-RM_128.001.fa.gz,224,224,141,92,23,6,2471716,2471716,2275630,1913633,885574,376918,224,76443,2471716,44.27,17707,10266,41,87,0.0,2 + 1 part,71,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_128.001.fa.gz,o__Lactobacillales (UID544),293,475,267,28,434,12,1,0,0,96.76,3.32,60.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,83.24,11.0,0.9721,
MEGAHIT-MetaBAT2Refined-RM_128.11.fa.gz,RM_128,RMCA,Equus burchellii,?,M3C,1977,Rwanda,,,MEGAHIT-MetaBAT2Refined-RM_128.11.fa.gz,bacteria_odb10,91.1,91.1,0.0,1.6,7.3,124,MEGAHIT-MetaBAT2Refined-RM_128.11.fa.gz,64,64,50,33,24,8,1606707,1606707,1557895,1443153,1281407,666743,64,203411,1606707,45.7,44835,30625,11,22,0.0,1 + 1 part,51,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_128.11.fa.gz,o__Lactobacillales (UID355),490,333,183,21,310,2,0,0,0,95.77,1.09,0.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,91.92,11.0,0.86754,
MEGAHIT-MetaBAT2Refined-RM_128.7.fa.gz,RM_128,RMCA,Equus burchellii,?,M3C,1977,Rwanda,,,MEGAHIT-MetaBAT2Refined-RM_128.7.fa.gz,bacteria_odb10,83.9,83.9,0.0,5.6,10.5,124,MEGAHIT-MetaBAT2Refined-RM_128.7.fa.gz,390,390,148,51,5,0,2167507,2167507,1491852,807231,141000,0,390,31760,2167507,35.73,7705,4005,83,178,0.0,0 + 0 part,13,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_128.7.fa.gz,o__Lactobacillales (UID355),490,333,183,25,305,3,0,0,0,95.45,1.37,33.33,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,87.43,11.0,0.87834,
MEGAHIT-MaxBin2Refined-RM_071.001_sub.fa.gz,RM_071,RMCA,Piliocolobus foai,female,M3,1982,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_071.001_sub.fa.gz,bacteria_odb10,95.2,95.2,0.0,4.0,0.8,124,MEGAHIT-MaxBin2Refined-RM_071.001_sub.fa.gz,454,454,192,90,14,3,3032509,3032509,2361905,1649952,514619,199456,454,72293,3032509,68.38,10944,5509,78,176,0.0,0 + 1 part,149,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_071.001_sub.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,10,406,4,0,0,0,97.04,0.87,50.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_011752065.1; s__Actinomyces sp011752065; 95.0; 88.7; 0.524; GCF_900637975.1; s__Actinomyces viscosus; 95.0; 88.62; 0.512; GCF_900323545.1; s__Actinomyces sp900323545; 95.0; 88.55; 0.487; GCF_001956585.1; s__Actinomyces naeslundii; 95.0; 87.63; 0.452; GCF_000195595.1; s__Actinomyces sp000195595; 95.0; 87.6; 0.46; GCF_006546835.1; s__Actinomyces johnsonii; 95.0; 87.44; 0.439; GCF_001929375.1; s__Actinomyces oris_B; 95.0; 87.35; 0.412; GCF_001937445.1; s__Actinomyces oris_C; 95.0; 87.29; 0.418; GCF_006546825.1; s__Actinomyces oris; 95.19; 87.2; 0.41; GCF_030371665.1; s__Actinomyces sp915069725; 95.0; 87.12; 0.415; GCF_001937665.1; s__Actinomyces oris_D; 95.0; 87.05; 0.416; GCF_005696555.1; s__Actinomyces oris_E; 95.0; 87.0; 0.398; GCF_001553935.1; s__Actinomyces oris_A; 95.0; 86.85; 0.403,92.73,11.0,0.989,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-RM_071.7.fa.gz,RM_071,RMCA,Piliocolobus foai,female,M3,1982,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_071.7.fa.gz,bacteria_odb10,96.0,96.0,0.0,3.2,0.8,124,MEGAHIT-MetaBAT2Refined-RM_071.7.fa.gz,142,142,105,81,40,11,2791950,2791950,2664024,2498584,1827653,833647,142,123466,2791950,69.49,33625,19205,26,53,0.0,0 + 0 part,82,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_071.7.fa.gz,o__Actinomycetales (UID1530),622,258,152,3,251,4,0,0,0,98.46,1.21,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_000426605.1; s__Propionibacterium acid.fa.gzciens; 95.0; 86.27; 0.446; GCF_003666605.1; s__Propionibacterium australiense; 95.0; 85.5; 0.435; GCF_900289195.1; s__Propionibacterium ruminifibrarum; 95.0; 85.35; 0.417,97.18,11.0,0.97847,
MEGAHIT-MaxBin2Refined-RM_066.003.fa.gz,RM_066,RMCA,Piliocolobus foai,male,M3,1912,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_066.003.fa.gz,bacteria_odb10,84.7,84.7,0.0,4.8,10.5,124,MEGAHIT-MaxBin2Refined-RM_066.003.fa.gz,484,484,169,41,1,0,2269561,2269561,1467313,587229,26561,0,484,26561,2269561,44.59,6425,3692,110,224,0.0,1 + 0 part,22,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_066.003.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,33,719,15,0,0,0,96.56,1.8,46.67,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter actinomycetemcomitans_A,GCF_003130205.1,95.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter actinomycetemcomitans_A,99.19,0.914,,,,,,,ani_screen,classification based on ANI only,GCF_000372365.1; s__Aggregatibacter actinomycetemcomitans; 95.0; 93.51; 0.821; GCF_003129965.1; s__Aggregatibacter kilianii_A; 95.0; 86.9; 0.451; GCA_017160915.1; s__Aggregatibacter actinomycetemcomitans_B; 95.0; 93.94; 0.689,,,,
MEGAHIT-MetaBAT2Refined-RM_066.7.fa.gz,RM_066,RMCA,Piliocolobus foai,male,M3,1912,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_066.7.fa.gz,bacteria_odb10,78.2,78.2,0.0,10.5,11.3,124,MEGAHIT-MetaBAT2Refined-RM_066.7.fa.gz,308,308,176,81,9,0,2484574,2484574,2048968,1356658,309468,0,308,48045,2484574,57.41,11207,6420,71,144,0.0,0 + 0 part,25,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_066.7.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,28,380,12,0,0,0,95.68,3.92,33.33,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,85.66,11.0,0.94976,
MEGAHIT-MetaBAT2Refined-MV_089.1.fa.gz,MV_089,NHM Vienna,Meles meles,female,,2018,Austria,,,MEGAHIT-MetaBAT2Refined-MV_089.1.fa.gz,bacteria_odb10,96.0,96.0,0.0,4.0,0.0,124,MEGAHIT-MetaBAT2Refined-MV_089.1.fa.gz,222,222,183,100,18,5,2750014,2750014,2627670,1998996,741364,310483,222,76705,2750014,60.35,15757,9709,50,107,0.0,0 + 0 part,108,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_089.1.fa.gz,o__Actinomycetales (UID1809),267,400,222,3,392,5,0,0,0,98.87,0.88,20.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,,,,,,GCF_030532715.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp030532715,81.43,0.211,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_030408595.1; s__Corynebacterium canis; 95.0; 82.53; 0.261,96.29,11.0,0.98936,
MEGAHIT-MetaBAT2Refined-MV_118.1.fa.gz,MV_118,NHM Vienna,Rupicapra rupicapra,female,,1980,Austria,,,MEGAHIT-MetaBAT2Refined-MV_118.1.fa.gz,bacteria_odb10,99.2,99.2,0.0,0.8,0.0,124,MEGAHIT-MetaBAT2Refined-MV_118.1.fa.gz,311,311,158,62,7,0,2135409,2135409,1661833,999605,211838,0,311,38499,2135409,41.78,9183,5318,70,147,0.0,2 + 0 part,34,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_118.1.fa.gz,o__Lactobacillales (UID544),293,475,267,11,463,1,0,0,0,96.62,0.19,100.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus chenjunshii,GCF_003086355.1,95.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus chenjunshii,98.76,0.897,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-MV_118.5.fa.gz,MV_118,NHM Vienna,Rupicapra rupicapra,female,,1980,Austria,,,MEGAHIT-MetaBAT2Refined-MV_118.5.fa.gz,bacteria_odb10,93.5,92.7,0.8,4.8,1.7,124,MEGAHIT-MetaBAT2Refined-MV_118.5.fa.gz,186,186,138,106,40,7,3029085,3029085,2878236,2643884,1579806,477878,186,106449,3029085,70.31,25506,15256,38,77,0.0,0 + 1 part,66,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_118.5.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,10,398,12,0,0,0,97.42,4.15,50.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,GCF_003606385.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces lilanjuaniae,91.98,0.78,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_004010955.1; s__Actinomyces wuliandei; 95.0; 92.36; 0.763,92.83,11.0,0.99563,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-MV_118.6.fa.gz,MV_118,NHM Vienna,Rupicapra rupicapra,female,,1980,Austria,,,MEGAHIT-MetaBAT2Refined-MV_118.6.fa.gz,bacteria_odb10,99.2,99.2,0.0,0.8,0.0,124,MEGAHIT-MetaBAT2Refined-MV_118.6.fa.gz,87,87,74,61,37,13,2409018,2409018,2371277,2277784,1882447,1043154,87,151781,2409018,47.52,41594,28081,17,35,0.0,2 + 0 part,95,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_118.6.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,4,757,6,0,0,0,99.36,0.61,16.67,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,97.74,11.0,0.9632,
MEGAHIT-MetaBAT2Refined-RM_156.1.fa.gz,RM_156,RMCA,Syncerus caffer,?,M3W,1914,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_156.1.fa.gz,bacteria_odb10,95.2,95.2,0.0,2.4,2.4,124,MEGAHIT-MetaBAT2Refined-RM_156.1.fa.gz,69,69,56,51,36,18,2463614,2463614,2422490,2385878,2136064,1444286,69,181299,2463614,68.12,56242,37607,15,28,0.0,0 + 0 part,50,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_156.1.fa.gz,p__Actinobacteria (UID1454),732,205,119,0,205,0,0,0,0,100.0,0.0,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,,,,,,GCA_030530685.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__Peptidiphaga sp030530685,81.79,0.222,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,95.51,11.0,0.9863,
MEGAHIT-MaxBin2Refined-HM_085.002.fa.gz,HM_085,NHM London,Otaria byronia,,,1983,Peru,,,MEGAHIT-MaxBin2Refined-HM_085.002.fa.gz,bacteria_odb10,93.5,92.7,0.8,3.2,3.3,124,MEGAHIT-MaxBin2Refined-HM_085.002.fa.gz,182,182,117,84,34,5,2513049,2513049,2345918,2090637,1277336,268644,182,55009,2513049,61.06,26210,13540,34,67,0.0,0 + 0 part,76,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-HM_085.002.fa.gz,c__Deltaproteobacteria (UID3217),62,280,168,0,275,5,0,0,0,100.0,2.08,20.0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__,,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,90.69,11.0,0.9617,
MEGAHIT-MaxBin2Refined-HM_085.006.fa.gz,HM_085,NHM London,Otaria byronia,,,1983,Peru,,,MEGAHIT-MaxBin2Refined-HM_085.006.fa.gz,bacteria_odb10,75.8,75.8,0.0,8.9,15.3,124,MEGAHIT-MaxBin2Refined-HM_085.006.fa.gz,606,606,178,59,1,0,2699634,2699634,1653944,818491,25530,0,606,25530,2699634,51.1,6784,3482,125,267,0.0,1 + 1 part,34,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-HM_085.006.fa.gz,o__Actinomycetales (UID1809),267,400,222,37,349,12,2,0,0,92.23,3.15,27.78,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,75.81,11.0,0.96735,
